,total_reward,negative_reward,trial_length,reached_destination
0,10.0,-10.0,31,False
1,35.5,-8.5,34,True
2,27.5,-4.5,28,True
3,18.0,0.0,5,True
4,26.0,-8.0,61,False
5,20.0,0.0,11,True
6,22.0,0.0,13,True
7,20.0,0.0,8,True
8,20.0,0.0,11,True
9,25.0,-1.0,14,True
10,14.5,-1.5,6,True
11,20.0,0.0,9,True
12,17.0,-1.0,8,True
13,18.0,0.0,7,True
14,22.0,0.0,7,True
15,27.0,-1.0,19,True
16,27.5,-0.5,20,True
17,22.0,0.0,9,True
18,20.0,0.0,13,True
19,20.0,0.0,7,True
20,18.0,0.0,7,True
21,20.0,0.0,12,True
22,22.0,0.0,13,True
23,18.0,0.0,10,True
24,28.0,0.0,18,True
25,28.0,0.0,16,True
26,31.5,-0.5,21,True
27,26.0,0.0,9,True
28,20.0,0.0,13,True
29,20.0,0.0,11,True
30,26.0,0.0,12,True
31,18.0,-2.0,11,True
32,18.0,0.0,5,True
33,18.0,0.0,9,True
34,25.5,-0.5,21,True
35,28.0,-2.0,19,True
36,20.0,0.0,12,True
37,22.0,0.0,13,True
38,30.0,0.0,13,True
39,22.0,0.0,16,True
40,22.0,0.0,13,True
41,24.0,0.0,14,True
42,18.0,0.0,6,True
43,20.0,0.0,5,True
44,35.0,-1.0,20,True
45,18.0,0.0,8,True
46,22.0,0.0,9,True
47,30.0,0.0,21,True
48,19.0,-1.0,13,True
49,26.0,0.0,21,True
50,22.0,0.0,11,True
51,22.0,0.0,13,True
52,24.0,0.0,13,True
53,18.0,0.0,9,True
54,35.5,-0.5,26,True
55,24.0,0.0,17,True
56,20.0,0.0,7,True
57,37.5,-0.5,24,True
58,25.5,-0.5,19,True
59,18.0,0.0,6,True
60,23.0,-3.0,22,True
61,32.0,0.0,18,True
62,30.0,-2.0,18,True
63,26.0,0.0,11,True
64,22.0,0.0,6,True
65,30.0,0.0,19,True
66,20.0,0.0,11,True
67,23.0,-1.0,17,True
68,27.0,-1.0,23,True
69,18.0,0.0,9,True
70,30.5,-1.5,37,True
71,22.0,0.0,10,True
72,18.0,0.0,7,True
73,24.0,0.0,19,True
74,23.5,-0.5,13,True
75,20.0,0.0,11,True
76,17.5,-0.5,10,True
77,20.0,0.0,13,True
78,21.0,-1.0,11,True
79,18.0,0.0,7,True
80,22.0,0.0,13,True
81,18.0,0.0,6,True
82,22.0,0.0,13,True
83,29.5,-0.5,12,True
84,20.0,0.0,11,True
85,20.0,0.0,5,True
86,20.0,0.0,7,True
87,20.0,0.0,13,True
88,28.0,0.0,19,True
89,20.0,0.0,6,True
90,24.0,0.0,13,True
91,20.0,0.0,7,True
92,24.0,0.0,14,True
93,18.0,0.0,6,True
94,18.0,0.0,4,True
95,22.0,0.0,9,True
96,26.5,-1.5,21,True
97,18.5,-1.5,17,True
98,20.0,0.0,6,True
99,23.0,-1.0,19,True
