,total_reward,negative_reward,trial_length,reached_destination
0,1.0,-9.0,21,False
1,4.0,-12.0,36,False
2,16.0,-4.0,18,True
3,22.5,-3.5,23,True
4,31.0,-5.0,25,True
5,16.0,-2.0,8,True
6,18.0,0.0,10,True
7,18.0,0.0,4,True
8,23.0,-1.0,13,True
9,20.0,-2.0,10,True
10,24.0,-2.0,12,True
11,17.0,-1.0,8,True
12,23.0,-1.0,21,True
13,18.0,0.0,11,True
14,27.0,-1.0,17,True
15,22.0,0.0,11,True
16,23.5,-0.5,17,True
17,19.5,-0.5,12,True
18,18.0,0.0,6,True
19,18.0,0.0,9,True
20,16.0,0.0,3,True
21,14.0,0.0,2,True
22,18.0,0.0,8,True
23,22.0,0.0,10,True
24,22.0,0.0,19,True
25,24.5,-3.5,34,True
26,21.0,-1.0,17,True
27,18.0,0.0,5,True
28,24.0,0.0,14,True
29,25.0,-3.0,23,True
30,26.0,-2.0,19,True
31,18.0,0.0,5,True
32,20.0,0.0,5,True
33,21.5,-0.5,11,True
34,20.0,0.0,7,True
35,20.0,0.0,6,True
36,37.0,-1.0,24,True
37,24.0,0.0,18,True
38,32.0,0.0,18,True
39,18.0,0.0,4,True
40,18.0,0.0,11,True
41,26.0,0.0,16,True
42,18.0,0.0,7,True
43,20.0,0.0,8,True
44,18.0,0.0,7,True
45,21.0,-1.0,22,True
46,17.0,-1.0,9,True
47,22.0,0.0,16,True
48,22.0,0.0,13,True
49,24.0,0.0,12,True
50,19.5,-0.5,7,True
51,20.0,0.0,9,True
52,22.5,-1.5,13,True
53,22.0,0.0,12,True
54,24.0,0.0,10,True
55,18.0,0.0,5,True
56,20.0,0.0,9,True
57,20.0,0.0,5,True
58,26.0,0.0,8,True
59,18.0,0.0,6,True
60,22.0,0.0,22,True
61,16.0,0.0,4,True
62,29.5,-0.5,16,True
63,18.0,0.0,4,True
64,18.0,0.0,16,True
65,18.0,0.0,7,True
66,42.5,-1.5,32,True
67,19.5,-0.5,11,True
68,18.0,0.0,11,True
69,17.0,-1.0,8,True
70,20.0,0.0,16,True
71,24.0,0.0,21,True
72,24.0,0.0,9,True
73,21.5,-0.5,11,True
74,21.0,-1.0,19,True
75,20.0,0.0,19,True
76,25.5,-0.5,13,True
77,18.5,-1.5,11,True
78,18.0,0.0,16,True
79,25.0,-1.0,16,True
80,23.5,-0.5,15,True
81,18.0,0.0,4,True
82,21.0,-1.0,26,False
83,33.0,-1.0,31,True
84,24.0,0.0,9,True
85,22.0,0.0,8,True
86,20.0,0.0,7,True
87,18.0,0.0,4,True
88,38.0,-2.0,37,True
89,24.0,0.0,13,True
90,24.0,0.0,17,True
91,18.0,0.0,7,True
92,28.0,0.0,16,True
93,24.5,-1.5,11,True
94,24.0,-2.0,13,True
95,20.0,0.0,12,True
96,26.0,0.0,20,True
97,18.0,0.0,11,True
98,24.0,0.0,11,True
99,28.0,0.0,21,True
