,total_reward,negative_reward,trial_length,reached_destination
0,11.0,-3.0,9,True
1,13.5,-8.5,22,True
2,11.5,-4.5,11,True
3,24.5,-7.5,25,True
4,12.5,-3.5,9,True
5,21.0,-1.0,14,True
6,19.0,-3.0,16,True
7,17.5,-0.5,5,True
8,25.0,-1.0,16,True
9,26.5,-1.5,25,True
10,15.0,-1.0,21,False
11,25.0,-1.0,26,True
12,16.5,-3.5,12,True
13,24.5,-3.5,31,True
14,25.5,-2.5,19,True
15,22.0,0.0,7,True
16,23.0,-1.0,19,True
17,18.0,0.0,8,True
18,17.0,-1.0,6,True
19,19.5,-0.5,10,True
20,35.5,-0.5,21,True
21,24.0,0.0,15,True
22,18.0,0.0,4,True
23,18.0,0.0,6,True
24,33.0,-3.0,28,True
25,22.0,0.0,13,True
26,22.0,0.0,12,True
27,21.5,-0.5,10,True
28,16.0,0.0,3,True
29,22.0,0.0,7,True
30,20.5,-1.5,9,True
31,26.5,-1.5,13,True
32,21.5,-0.5,7,True
33,19.0,-1.0,10,True
34,18.0,0.0,12,True
35,21.5,-0.5,11,True
36,32.0,0.0,19,True
37,43.0,-3.0,26,True
38,20.0,0.0,13,True
39,31.5,-2.5,23,True
40,35.5,-0.5,19,True
41,24.5,-1.5,17,True
42,19.5,-0.5,16,True
43,25.0,-1.0,13,True
44,18.0,0.0,9,True
45,9.5,-2.5,21,False
46,24.0,0.0,16,True
47,29.5,-0.5,13,True
48,20.0,0.0,10,True
49,35.0,-1.0,25,True
50,22.0,0.0,9,True
51,22.0,0.0,8,True
52,23.5,-0.5,16,True
53,18.0,0.0,5,True
54,24.0,0.0,10,True
55,18.0,0.0,6,True
56,22.0,0.0,11,True
57,16.0,-2.0,11,True
58,31.0,-1.0,21,True
59,47.0,-1.0,41,True
60,24.0,0.0,9,True
61,19.5,-0.5,11,True
62,24.0,0.0,7,True
63,29.5,-0.5,15,True
64,32.0,-2.0,26,True
65,20.0,0.0,7,True
66,21.0,-1.0,9,True
67,15.5,-0.5,4,True
68,26.0,0.0,13,True
69,33.5,-0.5,22,True
70,19.5,-0.5,11,True
71,20.0,0.0,16,True
72,27.5,-0.5,17,True
73,18.0,0.0,5,True
74,14.0,-2.0,21,False
75,20.0,0.0,7,True
76,27.0,-1.0,21,True
77,19.5,-0.5,7,True
78,27.5,-0.5,11,True
79,22.0,0.0,13,True
80,18.0,0.0,8,True
81,17.5,-0.5,7,True
82,22.0,0.0,21,True
83,29.0,-1.0,19,True
84,20.0,0.0,7,True
85,21.5,0.0,14,True
86,23.0,-1.0,10,True
87,25.5,-4.5,33,True
88,22.0,0.0,10,True
89,27.5,-0.5,16,True
90,26.5,-1.5,15,True
91,17.0,-0.5,10,True
92,24.0,0.0,16,True
93,22.0,0.0,9,True
94,27.5,-0.5,25,True
95,18.0,0.0,9,True
96,24.0,0.0,12,True
97,23.5,-0.5,14,True
98,20.0,0.0,7,True
99,30.5,-1.5,21,True
