,total_reward,negative_reward,trial_length,reached_destination
0,3.5,-6.0,14,True
1,-2.0,-20.0,41,False
2,7.0,-2.5,5,True
3,15.5,-8.5,24,True
4,27.0,-11.0,40,True
5,10.5,-1.0,3,True
6,13.5,-8.5,31,True
7,17.0,-3.0,24,True
8,13.5,-6.5,36,False
9,30.5,-1.5,24,True
10,16.5,-1.5,10,True
11,16.0,-6.0,17,True
12,17.5,-2.5,12,True
13,24.5,-1.5,21,True
14,20.0,-4.0,34,True
15,18.0,0.0,21,True
16,19.5,-0.5,16,True
17,18.0,0.0,6,True
18,31.5,-0.5,31,True
19,23.5,-2.5,19,True
20,21.5,-0.5,8,True
21,21.5,-0.5,16,True
22,18.0,0.0,7,True
23,17.5,-0.5,8,True
24,19.0,-1.0,14,True
25,21.5,-0.5,12,True
26,20.0,0.0,11,True
27,25.0,-3.0,25,True
28,26.0,0.0,15,True
29,29.0,-1.0,25,True
30,30.0,0.0,25,True
31,21.0,-1.0,16,True
32,16.5,-1.5,13,True
33,21.5,-0.5,17,True
34,35.0,-5.0,34,True
35,27.0,-1.0,27,True
36,28.5,-1.5,18,True
37,18.0,0.0,11,True
38,19.5,-0.5,9,True
39,23.5,-0.5,16,True
40,22.5,-3.5,22,True
41,19.5,-0.5,11,True
42,20.0,0.0,5,True
43,23.5,-0.5,16,True
44,21.0,-1.0,21,True
45,22.5,-1.5,18,True
46,27.0,-1.0,17,True
47,19.0,-1.0,13,True
48,24.5,-1.5,15,True
49,18.0,0.0,8,True
50,26.0,0.0,10,True
51,21.0,-1.0,13,True
52,22.0,0.0,20,True
53,22.0,0.0,13,True
54,31.0,-1.0,21,True
55,18.0,0.0,13,True
56,26.0,0.0,12,True
57,22.0,0.0,12,True
58,22.0,0.0,11,True
59,29.5,-2.5,21,True
60,22.0,0.0,10,True
61,20.0,0.0,8,True
62,23.5,-0.5,11,True
63,26.0,0.0,17,True
64,18.0,0.0,10,True
65,36.5,-1.5,28,True
66,19.0,-1.0,16,True
67,20.0,0.0,11,True
68,24.0,0.0,17,True
69,21.5,-0.5,14,True
70,21.0,-1.0,17,True
71,18.0,0.0,4,True
72,23.5,-0.5,16,True
73,26.0,0.0,16,True
74,17.0,-1.0,13,True
75,22.0,0.0,8,True
76,24.0,0.0,16,True
77,22.0,0.0,8,True
78,23.0,-1.0,13,True
79,24.0,-2.0,30,True
80,20.0,0.0,13,True
81,20.0,-2.0,21,True
82,15.5,-0.5,4,True
83,39.0,-1.0,37,True
84,18.0,0.0,11,True
85,22.0,0.0,16,True
86,22.0,0.0,13,True
87,30.5,-1.5,24,True
88,18.0,0.0,4,True
89,23.5,-0.5,26,True
90,16.5,-3.5,20,True
91,26.0,0.0,16,True
92,18.0,0.0,4,True
93,20.0,0.0,16,True
94,28.0,0.0,27,True
95,21.5,-0.5,13,True
96,25.0,-1.0,16,True
97,26.0,0.0,15,True
98,26.0,0.0,13,True
99,20.0,0.0,10,True
