,total_reward,negative_reward,trial_length,reached_destination
0,11.0,-1.0,3,True
1,-3.5,-13.5,26,False
2,-1.0,-1.0,26,False
3,24.0,-2.0,23,True
4,2.5,-1.5,21,False
5,22.5,-1.5,15,True
6,2.0,0.0,31,False
7,16.5,-1.5,21,False
8,20.0,0.0,19,True
9,19.0,-1.0,14,True
10,22.0,0.0,13,True
11,20.0,0.0,11,True
12,27.0,-1.0,25,True
13,17.5,-0.5,8,True
14,21.5,-0.5,17,True
15,22.0,-2.0,17,True
16,19.0,-1.0,8,True
17,15.5,-0.5,5,True
18,18.0,0.0,4,True
19,18.0,0.0,8,True
20,15.5,-0.5,4,True
21,20.5,-3.5,21,False
22,18.0,0.0,4,True
23,32.0,-2.0,21,True
24,21.5,-2.5,21,True
25,19.0,-1.0,11,True
26,24.0,0.0,16,True
27,22.0,0.0,21,True
28,26.0,0.0,14,True
29,22.0,0.0,10,True
30,18.0,0.0,6,True
31,18.0,0.0,10,True
32,18.0,0.0,7,True
33,34.5,-1.5,18,True
34,19.5,-0.5,11,True
35,24.0,0.0,9,True
36,18.0,0.0,7,True
37,34.0,-2.0,30,True
38,18.0,0.0,4,True
39,18.0,0.0,4,True
40,17.5,-0.5,5,True
41,20.5,-1.5,12,True
42,33.0,-1.0,14,True
43,42.5,-1.5,32,True
44,12.5,-1.5,10,True
45,15.5,-0.5,4,True
46,31.0,-1.0,18,True
47,22.0,0.0,7,True
48,33.5,-2.5,19,True
49,35.0,-3.0,27,True
50,28.5,-7.5,41,False
51,23.5,-2.5,12,True
52,23.5,-2.5,14,True
53,18.5,-1.5,8,True
54,34.0,-4.0,21,True
55,19.5,-0.5,12,True
56,22.5,-1.5,12,True
57,15.5,-0.5,6,True
58,30.0,-2.0,17,True
59,24.0,0.0,7,True
60,19.5,-0.5,6,True
61,17.5,-0.5,5,True
62,35.0,-1.0,19,True
63,33.0,-1.0,20,True
64,15.5,-0.5,6,True
65,27.0,-1.0,14,True
66,17.5,-0.5,7,True
67,16.5,-1.5,16,True
68,36.0,-4.0,26,True
69,20.0,0.0,8,True
70,24.5,-7.5,36,False
71,25.5,-0.5,12,True
72,25.0,-1.0,14,True
73,33.0,-1.0,14,True
74,19.0,-1.0,7,True
75,29.0,-1.0,13,True
76,21.5,-0.5,13,True
77,15.5,-0.5,9,True
78,22.0,-2.0,11,True
79,11.5,-0.5,6,True
80,21.0,-1.0,8,True
81,24.5,-1.5,17,True
82,22.5,-1.5,14,True
83,29.5,-2.5,16,True
84,13.0,-1.0,4,True
85,39.5,-2.5,21,True
86,30.0,-4.0,20,True
87,18.5,-1.5,8,True
88,24.0,-2.0,12,True
89,41.5,-2.5,22,True
90,38.0,-2.0,19,True
91,33.5,-2.5,18,True
92,29.0,-1.0,12,True
93,21.5,-2.5,21,False
94,18.0,0.0,8,True
95,17.0,-1.0,12,True
96,21.5,-2.5,19,True
97,15.5,-0.5,4,True
98,32.0,-2.0,24,True
99,25.5,-0.5,11,True
