,total_reward,negative_reward,trial_length,reached_destination
0,-10.0,-14.0,26,False
1,16.0,-14.0,36,False
2,2.0,-10.0,26,False
3,4.0,-6.0,21,False
4,7.5,-4.5,21,False
5,9.0,-13.0,27,True
6,13.5,-8.5,31,False
7,16.0,-12.0,46,False
8,18.0,-2.0,12,True
9,14.5,-5.5,12,True
10,4.0,-10.0,36,False
11,3.0,-15.0,31,True
12,24.5,-5.5,26,True
13,16.0,-6.0,19,True
14,9.5,0.0,2,True
15,21.5,-6.5,29,True
16,23.0,-7.0,28,True
17,18.5,-3.5,17,True
18,22.0,-4.0,20,True
19,18.0,0.0,7,True
20,22.0,0.0,8,True
21,14.5,-11.5,51,False
22,16.5,-3.0,16,True
23,24.5,-1.5,17,True
24,21.0,-1.0,12,True
25,17.0,-1.0,6,True
26,18.5,-3.5,15,True
27,9.5,0.0,1,True
28,18.0,0.0,7,True
29,22.0,0.0,8,True
30,12.0,-6.0,18,True
31,22.0,0.0,16,True
32,24.5,-3.5,25,True
33,13.0,-1.0,13,True
34,27.5,-2.5,28,True
35,14.0,-4.0,21,False
36,30.5,-1.5,19,True
37,22.5,-1.5,19,True
38,22.0,0.0,14,True
39,17.5,-0.5,21,False
40,23.5,-0.5,17,True
41,25.0,-7.0,31,True
42,10.5,-3.5,21,False
43,18.5,-1.5,21,False
44,18.0,0.0,9,True
45,53.0,-5.0,46,True
46,32.0,-2.0,28,True
47,17.0,-1.0,10,True
48,27.0,-1.0,19,True
49,20.5,-1.5,16,True
50,28.5,-1.5,18,True
51,18.0,0.0,11,True
52,18.0,-2.0,26,False
53,36.0,-4.0,39,True
54,18.0,0.0,8,True
55,18.0,0.0,9,True
56,19.5,-0.5,6,True
57,18.0,0.0,8,True
58,26.0,-2.0,16,True
59,19.0,-1.0,9,True
60,15.5,-8.5,21,True
61,26.0,-2.0,16,True
62,23.5,-0.5,9,True
63,20.0,0.0,13,True
64,25.5,-2.5,16,True
65,22.0,0.0,10,True
66,17.0,-1.0,10,True
67,27.0,-1.0,21,True
68,18.0,0.0,4,True
69,21.0,-1.0,11,True
70,15.5,-2.5,15,True
71,17.0,-1.0,10,True
72,29.0,-1.0,16,True
73,29.0,-1.0,21,True
74,22.0,0.0,9,True
75,19.5,-2.5,13,True
76,25.5,-2.5,19,True
77,26.0,0.0,15,True
78,17.0,-1.0,5,True
79,18.0,0.0,5,True
80,21.0,-1.0,10,True
81,25.5,-2.5,25,True
82,19.5,-2.5,25,True
83,15.5,-0.5,8,True
84,20.0,0.0,7,True
85,22.0,0.0,13,True
86,25.0,-1.0,16,True
87,25.0,-1.0,13,True
88,19.0,-1.0,13,True
89,29.5,-0.5,21,True
90,19.5,-0.5,6,True
91,25.5,-0.5,11,True
92,20.0,0.0,12,True
93,35.0,-3.0,32,True
94,17.0,-1.0,16,True
95,23.5,-0.5,13,True
96,18.0,0.0,9,True
97,20.5,-1.5,22,True
98,27.0,-1.0,26,True
99,19.0,-1.0,16,True
