,total_reward,negative_reward,trial_length,reached_destination
0,4.0,-8.0,21,False
1,-9.0,-15.0,31,False
2,-1.5,-9.5,21,False
3,0.0,-8.0,26,False
4,20.5,-3.5,17,True
5,9.5,-8.5,26,False
6,3.0,-9.0,21,False
7,10.0,-16.0,40,True
8,17.0,-7.0,25,True
9,11.0,-3.0,21,False
10,7.5,-4.5,21,False
11,8.5,-5.5,14,True
12,7.0,-11.0,36,False
13,4.5,-5.5,21,False
14,20.0,-4.0,23,True
15,23.0,-7.0,28,True
16,22.5,-1.5,16,True
17,17.0,-7.0,31,True
18,20.0,-6.0,31,False
19,20.5,-11.5,37,True
20,26.5,-1.5,25,True
21,18.0,0.0,11,True
22,21.0,-3.0,25,True
23,21.0,-3.0,23,True
24,20.0,-2.0,13,True
25,18.0,0.0,4,True
26,18.5,-3.5,18,True
27,22.5,-3.5,16,True
28,24.5,-3.5,22,True
29,23.0,-1.0,14,True
30,19.5,-0.5,8,True
31,27.5,-0.5,15,True
32,19.0,-3.0,10,True
33,20.0,0.0,9,True
34,26.0,0.0,14,True
35,26.5,-1.5,18,True
36,18.0,0.0,7,True
37,20.5,-5.5,16,True
38,23.5,-0.5,18,True
39,25.5,-2.5,13,True
40,31.0,-1.0,13,True
41,19.0,-1.0,13,True
42,29.5,-2.5,30,True
43,24.5,-1.5,13,True
44,19.5,-0.5,16,True
45,25.5,-0.5,17,True
46,21.5,-2.5,16,True
47,22.0,0.0,14,True
48,27.5,-0.5,21,True
49,14.0,0.0,2,True
50,27.0,-1.0,21,True
51,23.0,-3.0,26,True
52,20.0,-2.0,11,True
53,20.5,-3.5,18,True
54,13.0,-3.0,31,False
55,30.0,0.0,19,True
56,22.0,0.0,9,True
57,31.0,-1.0,22,True
58,11.0,-3.0,21,False
59,18.0,0.0,9,True
60,22.0,0.0,11,True
61,31.0,-1.0,18,True
62,37.0,-1.0,27,True
63,23.0,-3.0,16,True
64,25.5,-0.5,10,True
65,22.0,0.0,13,True
66,24.0,0.0,25,True
67,32.5,-1.5,23,True
68,21.5,-0.5,17,True
69,28.5,-3.5,28,True
70,26.5,-1.5,21,True
71,24.0,0.0,19,True
72,23.5,-0.5,10,True
73,22.0,0.0,12,True
74,22.0,0.0,14,True
75,23.5,-0.5,8,True
76,15.0,-1.0,9,True
77,23.5,-2.5,17,True
78,15.5,-0.5,21,False
79,22.0,0.0,12,True
80,24.0,0.0,13,True
81,44.0,-2.0,35,True
82,19.0,-1.0,14,True
83,17.0,-1.0,11,True
84,18.0,0.0,12,True
85,22.5,-1.5,13,True
86,16.0,0.0,3,True
87,29.0,-1.0,21,True
88,20.0,0.0,14,True
89,24.0,0.0,23,True
90,23.0,-1.0,21,True
91,24.5,-1.5,12,True
92,30.5,-1.5,28,True
93,28.0,0.0,17,True
94,20.0,0.0,9,True
95,19.5,-4.5,21,True
96,23.5,-0.5,15,True
97,22.0,0.0,7,True
98,31.5,-2.5,29,True
99,8.0,-4.0,26,False
