,total_reward,negative_reward,trial_length,reached_destination
0,2.5,-11.5,26,False
1,10.0,-10.0,31,False
2,6.0,-2.0,21,False
3,21.0,-1.0,28,True
4,18.0,0.0,6,True
5,22.5,-1.5,15,True
6,18.0,0.0,7,True
7,20.0,0.0,16,True
8,24.0,0.0,20,True
9,18.0,0.0,5,True
10,18.0,0.0,10,True
11,19.5,-0.5,8,True
12,24.0,0.0,17,True
13,23.0,-1.0,21,True
14,17.5,-0.5,17,True
15,12.0,-2.0,21,False
16,25.0,-1.0,25,True
17,18.0,0.0,8,True
18,19.0,-1.0,7,True
19,37.5,-2.5,38,True
20,27.5,-0.5,19,True
21,26.0,0.0,11,True
22,20.0,0.0,11,True
23,12.5,-1.5,8,True
24,22.0,0.0,10,True
25,15.5,-0.5,13,True
26,17.0,-1.0,12,True
27,19.5,-2.5,18,True
28,41.5,-0.5,42,True
29,20.0,0.0,5,True
30,22.0,0.0,11,True
31,26.0,0.0,21,True
32,26.0,0.0,12,True
33,24.0,0.0,14,True
34,19.0,-1.0,10,True
35,18.0,0.0,13,True
36,20.0,0.0,14,True
37,24.0,0.0,11,True
38,28.0,0.0,28,True
39,18.0,0.0,8,True
40,20.0,0.0,9,True
41,18.0,0.0,5,True
42,30.0,0.0,20,True
43,22.0,0.0,14,True
44,27.0,-1.0,14,True
45,20.0,0.0,10,True
46,20.0,0.0,8,True
47,28.0,0.0,26,True
48,21.5,-0.5,13,True
49,18.0,0.0,4,True
50,20.0,0.0,8,True
51,24.0,0.0,16,True
52,14.0,0.0,2,True
53,28.0,0.0,21,True
54,22.0,0.0,13,True
55,20.0,0.0,8,True
56,18.0,0.0,9,True
57,29.5,-0.5,25,True
58,20.0,0.0,17,True
59,26.0,0.0,11,True
60,22.0,0.0,8,True
61,28.0,0.0,10,True
62,24.0,0.0,22,True
63,22.0,0.0,15,True
64,20.0,0.0,10,True
65,20.0,0.0,11,True
66,18.0,0.0,4,True
67,18.0,0.0,11,True
68,20.0,0.0,13,True
69,22.0,0.0,9,True
70,18.0,0.0,4,True
71,35.5,-2.5,33,True
72,25.5,-0.5,16,True
73,21.5,-0.5,10,True
74,22.0,0.0,11,True
75,28.0,0.0,26,True
76,22.0,0.0,9,True
77,24.0,0.0,18,True
78,18.0,0.0,11,True
79,16.5,-1.5,10,True
80,18.0,0.0,13,True
81,20.0,0.0,13,True
82,18.0,0.0,7,True
83,24.0,-2.0,22,True
84,18.0,0.0,5,True
85,26.5,-1.5,19,True
86,18.0,0.0,11,True
87,22.0,0.0,10,True
88,20.0,0.0,6,True
89,20.0,0.0,12,True
90,17.0,-1.0,13,True
91,26.0,0.0,17,True
92,23.0,-1.0,22,True
93,18.0,0.0,4,True
94,22.0,0.0,11,True
95,18.0,0.0,9,True
96,20.0,0.0,17,True
97,26.0,0.0,17,True
98,21.0,-1.0,16,True
99,13.5,-0.5,11,True
