,total_reward,negative_reward,trial_length,reached_destination
0,11.0,-13.0,29,True
1,10.5,-9.5,31,False
2,31.0,-1.0,19,True
3,20.0,0.0,14,True
4,23.5,-0.5,16,True
5,33.0,-7.0,31,True
6,24.0,0.0,17,True
7,22.5,-3.5,18,True
8,9.0,-2.5,5,True
9,20.0,0.0,6,True
10,26.0,0.0,16,True
11,20.0,0.0,8,True
12,29.5,-2.5,22,True
13,24.0,0.0,11,True
14,24.0,0.0,17,True
15,26.0,0.0,21,True
16,20.0,-2.0,15,True
17,21.0,-1.0,7,True
18,20.0,-2.0,12,True
19,17.0,-1.0,7,True
20,20.0,0.0,16,True
21,22.0,0.0,9,True
22,18.0,0.0,13,True
23,19.0,-1.0,11,True
24,22.5,-1.5,11,True
25,17.5,0.0,21,True
26,21.5,-0.5,11,True
27,23.5,-0.5,13,True
28,18.0,0.0,6,True
29,23.5,-0.5,17,True
30,28.0,0.0,14,True
31,29.0,-1.0,27,True
32,32.0,-2.0,21,True
33,22.0,0.0,8,True
34,21.5,-0.5,21,True
35,22.0,0.0,13,True
36,20.0,0.0,11,True
37,17.0,-1.0,9,True
38,22.0,0.0,8,True
39,23.5,-0.5,12,True
40,25.0,-1.0,13,True
41,17.0,-1.0,20,True
42,22.0,0.0,11,True
43,23.5,-0.5,10,True
44,23.0,-1.0,22,True
45,20.0,0.0,11,True
46,22.5,-1.5,16,True
47,24.0,0.0,12,True
48,18.0,0.0,10,True
49,13.0,-1.0,6,True
50,18.0,0.0,4,True
51,22.0,0.0,10,True
52,20.0,0.0,6,True
53,24.5,-1.5,17,True
54,15.5,-0.5,16,True
55,18.0,0.0,14,True
56,18.0,0.0,10,True
57,20.0,-4.0,17,True
58,27.0,-1.0,16,True
59,20.0,0.0,14,True
60,21.5,-0.5,11,True
61,21.5,-0.5,13,True
62,29.0,-1.0,27,True
63,20.0,0.0,8,True
64,26.0,0.0,21,True
65,18.0,0.0,5,True
66,20.0,-2.0,21,True
67,24.0,0.0,17,True
68,24.0,0.0,8,True
69,22.0,0.0,9,True
70,21.5,-0.5,18,True
71,18.0,0.0,7,True
72,19.5,-0.5,16,True
73,26.0,0.0,25,True
74,11.5,-0.5,5,True
75,26.0,0.0,21,True
76,24.0,0.0,16,True
77,20.0,0.0,6,True
78,23.5,-0.5,16,True
79,20.0,0.0,7,True
80,18.0,0.0,11,True
81,21.0,-1.0,21,True
82,24.0,0.0,16,True
83,18.0,0.0,4,True
84,20.5,-5.5,17,True
85,26.0,0.0,15,True
86,18.0,0.0,4,True
87,18.0,0.0,11,True
88,23.0,-1.0,14,True
89,29.5,-0.5,13,True
90,32.0,0.0,22,True
91,18.0,0.0,7,True
92,19.0,-1.0,21,True
93,18.0,0.0,6,True
94,22.0,0.0,11,True
95,22.0,0.0,11,True
96,20.0,0.0,13,True
97,21.0,-1.0,9,True
98,20.0,0.0,6,True
99,24.0,-2.0,16,True
