,total_reward,negative_reward,trial_length,reached_destination
0,4.0,-8.0,21,False
1,17.5,-0.5,7,True
2,18.0,-4.0,11,True
3,14.5,-1.5,6,True
4,18.0,0.0,6,True
5,15.0,-3.0,13,True
6,22.0,-4.0,33,True
7,17.5,-0.5,12,True
8,22.0,0.0,8,True
9,32.0,-2.0,32,True
10,12.5,-3.5,10,True
11,22.0,0.0,8,True
12,11.5,-0.5,2,True
13,23.0,-3.0,16,True
14,17.5,-4.5,23,True
15,22.0,0.0,9,True
16,46.0,-2.0,35,True
17,23.0,-1.0,15,True
18,26.0,-2.0,21,True
19,18.5,-1.5,8,True
20,24.0,0.0,16,True
21,18.0,0.0,9,True
22,19.5,-0.5,17,True
23,25.0,-1.0,20,True
24,24.0,0.0,10,True
25,22.5,-1.5,17,True
26,19.0,-1.0,7,True
27,18.0,-2.0,12,True
28,20.0,0.0,11,True
29,18.0,0.0,4,True
30,25.0,-1.0,25,True
31,21.5,-2.5,22,True
32,25.0,-1.0,19,True
33,18.0,0.0,6,True
34,20.0,0.0,11,True
35,24.0,0.0,16,True
36,18.0,0.0,9,True
37,20.5,-1.5,26,True
38,19.5,-0.5,11,True
39,21.5,-0.5,10,True
40,19.0,-1.0,8,True
41,24.0,0.0,17,True
42,19.5,-0.5,10,True
43,18.0,0.0,4,True
44,18.0,0.0,13,True
45,25.5,-0.5,31,False
46,20.0,0.0,21,True
47,23.0,-1.0,14,True
48,26.0,0.0,17,True
49,21.0,-1.0,13,True
50,17.0,-1.0,6,True
51,18.0,0.0,7,True
52,22.0,0.0,16,True
53,15.5,-0.5,12,True
54,23.5,-0.5,16,True
55,24.0,0.0,17,True
56,20.0,0.0,9,True
57,18.0,0.0,10,True
58,20.0,0.0,11,True
59,20.0,0.0,16,True
60,33.0,-1.0,24,True
61,32.0,0.0,27,True
62,18.0,0.0,8,True
63,21.0,-1.0,18,True
64,32.0,0.0,27,True
65,26.0,0.0,13,True
66,22.0,0.0,19,True
67,20.0,0.0,8,True
68,29.0,-1.0,24,True
69,18.0,0.0,8,True
70,18.0,0.0,13,True
71,32.0,0.0,17,True
72,21.5,-2.5,21,True
73,27.5,-0.5,16,True
74,20.0,0.0,11,True
75,18.0,0.0,7,True
76,20.0,0.0,7,True
77,15.5,-0.5,21,False
78,26.0,0.0,16,True
79,18.0,0.0,8,True
80,19.5,-0.5,14,True
81,18.0,0.0,7,True
82,30.0,0.0,22,True
83,22.0,0.0,7,True
84,22.5,-1.5,17,True
85,24.0,0.0,14,True
86,23.5,-0.5,11,True
87,21.5,-0.5,21,True
88,24.0,0.0,25,True
89,18.0,0.0,11,True
90,20.0,0.0,5,True
91,18.0,0.0,10,True
92,18.0,0.0,13,True
93,18.0,0.0,5,True
94,18.0,0.0,12,True
95,27.0,-1.0,15,True
96,18.0,0.0,4,True
97,24.0,0.0,11,True
98,20.0,0.0,9,True
99,20.0,0.0,9,True
