,total_reward,negative_reward,trial_length,reached_destination
0,11.0,-5.0,21,False
1,5.0,-11.0,26,False
2,14.0,-6.0,21,True
3,9.0,-6.5,16,True
4,5.0,-11.0,36,False
5,15.5,-10.5,32,True
6,24.0,-4.0,20,True
7,21.0,-1.0,15,True
8,25.0,-3.0,26,True
9,19.5,-0.5,6,True
10,28.5,-3.5,23,True
11,13.5,-2.5,11,True
12,27.5,-0.5,16,True
13,23.0,-5.0,34,True
14,10.5,-3.5,7,True
15,19.5,-6.0,28,True
16,22.0,0.0,9,True
17,27.5,-10.5,56,False
18,33.0,-1.0,19,True
19,17.0,-1.0,5,True
20,23.0,-1.0,10,True
21,24.0,0.0,12,True
22,45.5,-4.5,55,True
23,28.0,0.0,25,True
24,19.5,-0.5,10,True
25,18.0,0.0,7,True
26,18.0,0.0,10,True
27,21.5,-2.5,41,False
28,21.5,-4.5,22,True
29,27.0,-1.0,19,True
30,26.5,-1.5,26,True
31,23.0,-1.0,13,True
32,18.0,0.0,8,True
33,22.0,0.0,9,True
34,25.5,-0.5,16,True
35,25.5,-0.5,21,True
36,17.5,-0.5,11,True
37,20.0,0.0,11,True
38,28.0,0.0,19,True
39,24.0,0.0,13,True
40,20.0,0.0,15,True
41,19.5,-0.5,15,True
42,17.0,-1.0,9,True
43,17.0,-1.0,13,True
44,21.0,-1.0,15,True
45,20.0,0.0,6,True
46,22.0,0.0,11,True
47,18.5,-1.5,8,True
48,19.5,-0.5,16,True
49,23.5,-0.5,17,True
50,25.5,-0.5,25,True
51,23.5,-0.5,14,True
52,45.0,-5.0,50,True
53,17.5,-2.5,14,True
54,20.5,-1.5,17,True
55,19.0,-1.0,16,True
56,27.0,-1.0,21,True
57,22.0,0.0,16,True
58,37.5,-0.5,31,True
59,18.0,0.0,6,True
60,27.5,-0.5,20,True
61,15.5,-0.5,21,False
62,16.0,-2.0,11,True
63,34.0,-2.0,26,True
64,24.5,-1.5,21,True
65,20.0,0.0,7,True
66,18.0,0.0,13,True
67,22.0,0.0,16,True
68,28.0,-2.0,28,True
69,18.0,0.0,7,True
70,18.0,0.0,11,True
71,18.0,0.0,10,True
72,22.5,-1.5,12,True
73,30.0,0.0,26,True
74,29.5,-2.5,26,True
75,26.5,-1.5,14,True
76,18.0,0.0,6,True
77,26.0,0.0,28,True
78,19.0,-1.0,13,True
79,24.0,-2.0,19,True
80,18.0,0.0,10,True
81,21.5,-0.5,12,True
82,24.0,0.0,21,True
83,25.0,-1.0,21,True
84,18.0,0.0,7,True
85,18.0,0.0,5,True
86,18.0,0.0,4,True
87,16.0,0.0,3,True
88,24.0,0.0,23,True
89,22.0,0.0,11,True
90,22.0,0.0,6,True
91,25.0,-1.0,16,True
92,20.0,0.0,12,True
93,14.0,0.0,21,False
94,24.0,0.0,17,True
95,21.5,-0.5,9,True
96,22.0,0.0,13,True
97,20.0,0.0,5,True
98,17.5,-0.5,17,True
99,24.5,-1.5,17,True
