,total_reward,negative_reward,trial_length,reached_destination
0,9.0,-11.0,31,False
1,8.0,-1.5,6,True
2,19.0,-9.0,24,True
3,29.0,-5.0,27,True
4,27.5,-4.5,21,True
5,21.5,-2.5,11,True
6,7.5,-4.5,21,False
7,15.5,-6.5,17,True
8,9.5,-4.5,21,False
9,28.0,-8.0,28,True
10,31.0,-5.0,36,False
11,18.0,-4.0,17,True
12,24.5,-1.5,19,True
13,25.5,-4.5,22,True
14,19.0,-1.0,13,True
15,31.0,-3.0,21,True
16,25.0,-5.0,28,True
17,21.5,-0.5,10,True
18,21.5,-0.5,8,True
19,22.0,0.0,19,True
20,18.0,-2.0,19,True
21,20.0,0.0,13,True
22,23.0,-1.0,9,True
23,18.0,0.0,7,True
24,20.0,0.0,5,True
25,22.0,0.0,11,True
26,15.5,-0.5,12,True
27,23.0,-1.0,14,True
28,22.0,0.0,6,True
29,17.0,-1.0,5,True
30,20.5,-1.5,13,True
31,22.0,0.0,16,True
32,23.5,-0.5,10,True
33,17.0,-1.0,10,True
34,25.5,-0.5,14,True
35,31.0,-1.0,31,True
36,29.0,-3.0,36,True
37,18.0,0.0,10,True
38,20.0,0.0,7,True
39,18.0,0.0,7,True
40,15.5,-0.5,4,True
41,22.0,0.0,15,True
42,26.0,0.0,17,True
43,26.0,0.0,22,True
44,16.0,-2.0,13,True
45,20.0,0.0,13,True
46,22.0,0.0,17,True
47,20.0,0.0,6,True
48,24.5,-1.5,21,True
49,15.5,-0.5,7,True
50,20.0,0.0,8,True
51,25.0,-1.0,16,True
52,17.0,-1.0,7,True
53,17.0,-1.0,11,True
54,21.0,-1.0,19,True
55,20.0,0.0,17,True
56,20.0,-2.0,19,True
57,18.0,0.0,8,True
58,20.5,-1.5,12,True
59,22.0,0.0,14,True
60,21.0,-1.0,10,True
61,20.0,0.0,6,True
62,23.0,-1.0,15,True
63,20.0,-2.0,23,True
64,22.0,0.0,20,True
65,22.0,0.0,10,True
66,20.0,0.0,13,True
67,23.0,-1.0,17,True
68,24.0,0.0,16,True
69,21.0,-1.0,18,True
70,20.0,0.0,11,True
71,23.0,-1.0,8,True
72,20.0,0.0,11,True
73,18.0,0.0,7,True
74,18.0,0.0,7,True
75,30.0,-2.0,29,True
76,18.0,0.0,13,True
77,24.0,0.0,17,True
78,22.0,0.0,14,True
79,34.5,-1.5,21,True
80,17.0,-5.0,14,True
81,30.0,-2.0,25,True
82,18.0,0.0,6,True
83,27.5,-0.5,26,True
84,26.5,-1.5,25,True
85,15.0,-1.0,4,True
86,29.0,-1.0,21,True
87,30.0,0.0,21,True
88,25.0,-1.0,17,True
89,23.0,-1.0,16,True
90,18.0,0.0,7,True
91,25.5,-0.5,16,True
92,23.5,-0.5,12,True
93,20.0,0.0,10,True
94,18.0,0.0,6,True
95,18.0,0.0,7,True
96,20.0,0.0,11,True
97,18.0,0.0,7,True
98,23.5,-2.5,21,True
99,26.0,0.0,10,True
