,total_reward,negative_reward,trial_length,reached_destination
0,11.0,-11.0,26,False
1,22.5,-1.5,12,True
2,21.0,-3.0,14,True
3,19.0,-5.0,19,True
4,14.5,-1.5,9,True
5,16.0,-4.0,21,False
6,27.5,-0.5,18,True
7,18.0,-2.0,16,True
8,26.0,-2.0,21,True
9,18.0,0.0,4,True
10,18.0,0.0,4,True
11,20.0,0.0,8,True
12,24.0,0.0,11,True
13,27.5,-0.5,19,True
14,18.0,0.0,8,True
15,18.0,0.0,6,True
16,22.0,0.0,14,True
17,17.0,-1.0,11,True
18,20.0,0.0,6,True
19,22.0,0.0,8,True
20,27.5,-0.5,11,True
21,20.0,0.0,8,True
22,27.5,-0.5,19,True
23,14.5,-1.5,10,True
24,18.0,0.0,5,True
25,23.0,-1.0,14,True
26,22.0,0.0,12,True
27,22.0,0.0,8,True
28,27.5,-0.5,25,True
29,17.5,-4.5,31,False
30,22.5,-1.5,18,True
31,17.0,-1.0,7,True
32,20.0,0.0,5,True
33,42.5,-1.5,46,True
34,13.5,0.0,5,True
35,17.0,-1.0,12,True
36,28.0,-4.0,21,True
37,26.0,0.0,10,True
38,21.5,-0.5,21,True
39,19.0,-1.0,11,True
40,22.0,0.0,21,True
41,24.0,0.0,9,True
42,18.0,0.0,7,True
43,19.0,-1.0,7,True
44,20.0,0.0,11,True
45,28.0,0.0,17,True
46,18.0,0.0,7,True
47,29.5,-0.5,36,False
48,18.0,0.0,5,True
49,20.0,0.0,8,True
50,18.0,0.0,6,True
51,20.0,0.0,7,True
52,26.0,0.0,21,True
53,30.0,0.0,13,True
54,18.0,0.0,4,True
55,24.0,0.0,10,True
56,22.0,0.0,16,True
57,22.0,0.0,10,True
58,24.0,0.0,8,True
59,22.0,0.0,11,True
60,18.0,0.0,4,True
61,17.5,-0.5,7,True
62,18.0,0.0,7,True
63,20.0,0.0,11,True
64,22.0,0.0,7,True
65,23.5,-0.5,14,True
66,29.5,-0.5,17,True
67,16.0,0.0,3,True
68,28.0,0.0,16,True
69,18.0,0.0,11,True
70,26.0,0.0,13,True
71,22.0,0.0,13,True
72,29.5,-0.5,17,True
73,22.0,0.0,10,True
74,24.0,0.0,10,True
75,22.0,0.0,6,True
76,18.0,0.0,7,True
77,22.0,0.0,9,True
78,16.0,0.0,3,True
79,13.5,-0.5,7,True
80,28.0,0.0,13,True
81,20.0,0.0,14,True
82,20.0,0.0,11,True
83,29.5,-0.5,19,True
84,20.0,0.0,14,True
85,20.0,0.0,12,True
86,22.0,0.0,7,True
87,32.0,0.0,25,True
88,27.0,-3.0,25,True
89,23.0,-1.0,19,True
90,27.0,-1.0,25,True
91,20.0,0.0,6,True
92,18.0,0.0,9,True
93,21.0,-1.0,8,True
94,26.0,0.0,15,True
95,20.0,0.0,7,True
96,29.5,-0.5,13,True
97,19.5,-0.5,11,True
98,23.5,-0.5,12,True
99,19.5,-0.5,9,True
