,total_reward,negative_reward,trial_length,reached_destination
0,-4.0,-16.0,41,False
1,5.0,-7.0,26,False
2,-0.5,-8.5,26,False
3,12.5,-11.5,26,True
4,14.0,-4.0,19,True
5,14.0,-2.0,14,True
6,16.0,-4.0,17,True
7,19.5,-6.5,21,True
8,19.5,-0.5,11,True
9,14.5,-3.5,26,False
10,22.5,-3.5,31,False
11,18.0,0.0,7,True
12,29.0,-3.0,31,True
13,25.0,-5.0,36,True
14,27.0,-1.0,17,True
15,30.0,-8.0,34,True
16,23.5,-0.5,17,True
17,21.0,-3.0,21,True
18,20.0,0.0,10,True
19,20.0,0.0,11,True
20,18.5,-1.5,10,True
21,19.0,-5.0,20,True
22,25.0,-3.0,25,True
23,22.0,0.0,7,True
24,34.5,-3.5,36,True
25,24.5,-1.5,11,True
26,26.5,-5.5,30,True
27,20.0,0.0,10,True
28,17.0,-1.0,11,True
29,14.5,-1.5,7,True
30,22.0,-2.0,17,True
31,21.0,-1.0,10,True
32,25.0,-1.0,15,True
33,39.0,-1.0,26,True
34,23.0,-1.0,16,True
35,19.5,-0.5,11,True
36,23.0,-1.0,16,True
37,23.5,-0.5,14,True
38,20.0,0.0,9,True
39,14.0,-1.5,6,True
40,27.0,-1.0,17,True
41,45.0,-5.0,36,True
42,24.0,0.0,13,True
43,21.5,-0.5,10,True
44,23.5,-0.5,18,True
45,23.5,-0.5,14,True
46,25.0,-1.0,17,True
47,22.0,0.0,10,True
48,25.5,-0.5,11,True
49,36.5,-1.5,36,False
50,26.0,0.0,9,True
51,17.5,-0.5,6,True
52,18.0,0.0,8,True
53,23.5,-0.5,14,True
54,18.0,0.0,6,True
55,14.0,-2.0,21,False
56,18.0,0.0,4,True
57,26.0,0.0,10,True
58,26.0,0.0,9,True
59,25.5,-0.5,21,True
60,20.0,0.0,13,True
61,28.0,0.0,16,True
62,17.0,-1.0,11,True
63,24.0,0.0,17,True
64,22.0,0.0,9,True
65,20.0,0.0,17,True
66,19.5,-0.5,11,True
67,24.0,0.0,13,True
68,18.0,0.0,8,True
69,30.5,-1.5,23,True
70,20.0,0.0,13,True
71,19.5,-0.5,10,True
72,22.0,0.0,15,True
73,18.0,0.0,4,True
74,24.0,0.0,11,True
75,21.5,-0.5,16,True
76,24.0,0.0,13,True
77,15.5,-2.5,11,True
78,22.0,0.0,7,True
79,21.5,-0.5,9,True
80,28.0,0.0,22,True
81,25.5,-0.5,22,True
82,18.0,-2.0,11,True
83,20.0,0.0,16,True
84,24.0,0.0,9,True
85,20.0,0.0,10,True
86,24.0,0.0,16,True
87,20.0,0.0,10,True
88,21.0,-1.0,9,True
89,22.0,0.0,9,True
90,20.0,0.0,9,True
91,19.5,-0.5,13,True
92,27.0,-1.0,19,True
93,27.0,-1.0,36,False
94,32.0,0.0,18,True
95,24.0,0.0,14,True
96,26.0,0.0,14,True
97,20.0,0.0,10,True
98,18.0,0.0,6,True
99,26.0,0.0,23,True
