,total_reward,negative_reward,trial_length,reached_destination
0,-3.5,-13.5,26,False
1,10.5,-9.5,26,False
2,6.0,-6.0,21,False
3,16.0,-6.0,18,True
4,2.5,-13.5,46,False
5,22.5,-7.5,25,True
6,15.0,-5.0,26,False
7,5.0,-7.0,21,False
8,11.0,-5.0,26,False
9,14.0,-6.0,21,True
10,17.0,-3.0,17,True
11,28.0,-2.0,19,True
12,23.5,-6.5,36,False
13,22.0,0.0,9,True
14,32.0,-4.0,29,True
15,22.5,-1.5,13,True
16,13.0,-0.5,9,True
17,18.0,0.0,10,True
18,20.0,-2.0,16,True
19,12.0,-2.0,11,True
20,27.5,-2.5,21,True
21,23.0,-1.0,10,True
22,10.5,-3.5,10,True
23,24.0,-2.0,13,True
24,20.5,-3.5,18,True
25,13.5,-0.5,4,True
26,18.0,0.0,4,True
27,18.0,0.0,10,True
28,11.5,-0.5,2,True
29,22.0,0.0,8,True
30,22.0,0.0,8,True
31,19.5,-0.5,6,True
32,22.5,-1.5,15,True
33,36.5,-5.5,51,False
34,18.5,-3.5,26,False
35,22.5,-1.5,20,True
36,25.0,-1.0,16,True
37,18.0,0.0,7,True
38,27.0,-3.0,24,True
39,23.5,-0.5,17,True
40,18.0,0.0,9,True
41,16.5,-1.5,14,True
42,28.0,0.0,13,True
43,25.5,-2.5,20,True
44,18.0,0.0,4,True
45,21.5,-0.5,8,True
46,18.0,0.0,11,True
47,17.5,-2.5,18,True
48,20.5,-1.5,16,True
49,24.5,-1.5,16,True
50,27.0,-1.0,25,True
51,27.5,-4.5,22,True
52,22.5,-1.5,22,True
53,27.5,-4.5,25,True
54,22.0,0.0,6,True
55,25.5,-0.5,18,True
56,22.0,0.0,7,True
57,28.0,0.0,17,True
58,31.5,-0.5,27,True
59,18.0,0.0,13,True
60,19.5,-0.5,13,True
61,27.0,-1.0,22,True
62,17.0,-1.0,10,True
63,18.0,0.0,9,True
64,37.0,-1.0,41,True
65,20.0,0.0,7,True
66,21.0,-1.0,12,True
67,29.5,-0.5,24,True
68,22.0,0.0,12,True
69,17.0,-1.0,5,True
70,18.0,0.0,5,True
71,18.0,0.0,9,True
72,18.0,0.0,4,True
73,27.5,-0.5,19,True
74,19.0,-1.0,17,True
75,19.5,-0.5,16,True
76,21.0,-1.0,11,True
77,21.0,-1.0,17,True
78,22.0,0.0,6,True
79,18.0,0.0,9,True
80,25.5,-0.5,14,True
81,24.5,-1.5,19,True
82,29.0,-1.0,15,True
83,13.0,-1.0,21,False
84,21.0,-1.0,9,True
85,22.0,-2.0,12,True
86,28.5,-7.5,43,True
87,22.0,0.0,14,True
88,20.0,0.0,6,True
89,19.0,-1.0,19,True
90,20.0,0.0,13,True
91,28.0,0.0,25,True
92,16.0,0.0,6,True
93,21.5,-0.5,10,True
94,19.0,-1.0,13,True
95,20.0,0.0,6,True
96,18.0,0.0,12,True
97,18.0,0.0,4,True
98,22.0,0.0,15,True
99,17.0,-1.0,13,True
