,total_reward,negative_reward,trial_length,reached_destination
0,3.0,-11.0,31,False
1,12.5,-9.5,25,True
2,8.0,-8.0,31,False
3,25.0,-7.0,36,True
4,16.0,-8.0,18,True
5,12.5,-9.5,25,True
6,20.0,-2.0,16,True
7,26.0,-6.0,19,True
8,22.0,-2.0,14,True
9,19.5,-4.5,23,True
10,21.5,-10.5,36,True
11,18.0,0.0,6,True
12,18.0,0.0,7,True
13,17.5,-0.5,8,True
14,17.0,-1.0,11,True
15,20.0,0.0,6,True
16,23.5,-6.5,22,True
17,13.5,-2.5,14,True
18,22.0,0.0,8,True
19,21.5,-6.5,29,True
20,26.0,0.0,22,True
21,20.0,0.0,10,True
22,20.5,-3.5,26,False
23,22.0,0.0,10,True
24,23.0,-5.0,25,True
25,31.0,-1.0,19,True
26,28.0,-2.0,29,True
27,27.0,-1.0,23,True
28,23.0,-1.0,20,True
29,19.0,-1.0,7,True
30,33.0,-3.0,29,True
31,32.5,-3.5,24,True
32,24.0,0.0,15,True
33,16.0,0.0,3,True
34,22.0,0.0,12,True
35,26.0,-2.0,20,True
36,20.5,-1.5,10,True
37,22.0,0.0,21,True
38,17.5,-0.5,7,True
39,16.5,-1.5,6,True
40,22.0,0.0,11,True
41,19.0,-1.0,21,True
42,26.5,-1.5,14,True
43,26.0,0.0,9,True
44,25.5,-0.5,17,True
45,26.5,-1.5,17,True
46,19.5,-0.5,8,True
47,20.0,0.0,12,True
48,20.0,0.0,11,True
49,24.5,-1.5,16,True
50,24.0,0.0,10,True
51,22.0,0.0,11,True
52,22.0,0.0,13,True
53,27.5,-0.5,18,True
54,19.5,-0.5,9,True
55,13.5,-0.5,4,True
56,17.0,-1.0,9,True
57,22.0,0.0,13,True
58,24.0,0.0,9,True
59,17.0,-1.0,13,True
60,20.0,0.0,12,True
61,18.0,0.0,12,True
62,18.0,0.0,6,True
63,15.5,-0.5,12,True
64,18.0,0.0,7,True
65,18.0,0.0,9,True
66,20.0,0.0,16,True
67,32.5,-1.5,25,True
68,24.0,0.0,11,True
69,18.0,0.0,7,True
70,26.0,0.0,16,True
71,21.5,-0.5,8,True
72,16.0,-2.0,12,True
73,25.0,-1.0,20,True
74,18.0,0.0,8,True
75,20.0,0.0,6,True
76,20.5,-1.5,21,True
77,20.0,0.0,6,True
78,20.0,0.0,8,True
79,18.0,0.0,9,True
80,11.5,-4.5,13,True
81,29.5,-0.5,28,True
82,23.0,-1.0,16,True
83,22.0,0.0,16,True
84,24.0,0.0,16,True
85,20.0,0.0,5,True
86,18.0,0.0,11,True
87,27.5,-0.5,16,True
88,24.0,0.0,13,True
89,19.0,-1.0,19,True
90,22.0,0.0,9,True
91,17.5,-0.5,8,True
92,20.0,0.0,6,True
93,20.0,0.0,9,True
94,22.0,0.0,6,True
95,22.0,0.0,6,True
96,23.0,-1.0,11,True
97,20.0,0.0,6,True
98,20.0,0.0,7,True
99,19.5,-0.5,8,True
