,total_reward,negative_reward,trial_length,reached_destination
0,15.5,-10.5,29,True
1,18.0,-6.0,16,True
2,20.0,0.0,7,True
3,28.0,-1.5,18,True
4,33.5,-4.5,35,True
5,37.0,-1.0,26,True
6,22.0,0.0,10,True
7,29.0,-1.0,26,True
8,18.0,0.0,11,True
9,17.0,-1.0,6,True
10,20.0,0.0,15,True
11,21.5,-0.5,16,True
12,28.0,0.0,16,True
13,39.5,-2.5,46,False
14,15.5,-0.5,21,False
15,25.5,-0.5,16,True
16,24.0,-2.0,19,True
17,20.0,0.0,8,True
18,17.5,-2.5,21,True
19,18.0,0.0,5,True
20,18.0,0.0,11,True
21,29.0,-1.0,25,True
22,24.0,0.0,18,True
23,28.0,0.0,31,True
24,24.0,0.0,10,True
25,24.0,0.0,8,True
26,24.0,0.0,11,True
27,18.5,-1.5,17,True
28,21.0,-1.0,16,True
29,22.0,0.0,7,True
30,22.0,0.0,18,True
31,20.0,0.0,17,True
32,32.0,0.0,24,True
33,24.0,0.0,10,True
34,27.5,-0.5,17,True
35,30.0,0.0,25,True
36,17.5,-0.5,21,False
37,17.0,-1.0,9,True
38,23.5,-0.5,17,True
39,18.0,0.0,11,True
40,24.0,0.0,18,True
41,26.0,0.0,21,True
42,18.0,0.0,6,True
43,20.0,-2.0,16,True
44,22.0,0.0,13,True
45,20.0,0.0,16,True
46,22.0,0.0,11,True
47,20.0,0.0,13,True
48,16.0,-2.0,11,True
49,37.5,-0.5,31,True
50,26.0,0.0,27,True
51,22.0,0.0,9,True
52,24.0,0.0,22,True
53,23.5,-0.5,26,True
54,20.0,0.0,8,True
55,18.0,0.0,4,True
56,21.5,-0.5,22,True
57,27.0,-1.0,26,True
58,19.5,-0.5,7,True
59,22.0,0.0,13,True
60,24.0,0.0,20,True
61,28.0,0.0,21,True
62,20.0,0.0,8,True
63,18.0,0.0,14,True
64,29.5,-0.5,21,True
65,32.0,0.0,31,True
66,21.0,-1.0,10,True
67,22.0,0.0,13,True
68,15.5,-0.5,11,True
69,17.0,-1.0,9,True
70,26.0,0.0,20,True
71,18.0,0.0,10,True
72,22.0,0.0,10,True
73,18.0,0.0,10,True
74,23.0,-1.0,26,True
75,28.0,0.0,17,True
76,20.0,0.0,14,True
77,18.0,0.0,5,True
78,22.0,0.0,21,True
79,18.0,0.0,7,True
80,18.0,0.0,12,True
81,26.0,0.0,23,True
82,20.0,0.0,11,True
83,21.5,-2.5,13,True
84,24.0,0.0,9,True
85,18.0,0.0,9,True
86,16.5,-1.0,19,True
87,20.0,0.0,9,True
88,14.0,0.0,2,True
89,20.0,0.0,8,True
90,22.0,-2.0,26,True
91,18.0,0.0,6,True
92,17.0,-1.0,12,True
93,17.0,-1.0,7,True
94,24.0,0.0,13,True
95,18.0,0.0,7,True
96,22.0,0.0,17,True
97,22.0,0.0,14,True
98,26.0,0.0,22,True
99,28.0,0.0,16,True
