,total_reward,negative_reward,trial_length,reached_destination
0,8.0,-8.0,16,True
1,13.5,-6.5,36,False
2,18.0,0.0,5,True
3,-0.5,-8.5,41,False
4,11.5,-0.5,21,False
5,5.5,-0.5,26,False
6,24.0,-2.0,16,True
7,22.0,0.0,10,True
8,1.5,-4.5,26,False
9,1.5,-0.5,41,False
10,20.0,0.0,6,True
11,19.0,-1.0,21,False
12,-1.0,-1.0,46,False
13,22.0,0.0,27,True
14,20.0,0.0,10,True
15,18.0,0.0,12,True
16,17.0,-1.0,11,True
17,25.5,-0.5,19,True
18,22.0,0.0,13,True
19,20.0,0.0,9,True
20,22.0,0.0,13,True
21,21.0,-1.0,13,True
22,22.0,0.0,21,True
23,26.0,0.0,20,True
24,26.0,0.0,16,True
25,34.0,0.0,33,True
26,24.0,0.0,10,True
27,18.0,0.0,10,True
28,22.0,0.0,7,True
29,17.5,-0.5,12,True
30,16.0,0.0,7,True
31,30.0,0.0,13,True
32,18.0,0.0,10,True
33,24.0,0.0,9,True
34,20.0,0.0,8,True
35,21.0,-1.0,14,True
36,20.0,0.0,8,True
37,18.0,0.0,9,True
38,18.0,0.0,9,True
39,18.0,0.0,6,True
40,22.0,0.0,13,True
41,25.5,-0.5,19,True
42,18.0,0.0,13,True
43,22.0,0.0,21,True
44,22.0,0.0,6,True
45,28.0,0.0,13,True
46,22.0,0.0,17,True
47,25.5,-0.5,16,True
48,27.5,-0.5,25,True
49,27.0,-1.0,21,True
50,22.0,0.0,14,True
51,22.0,0.0,9,True
52,20.0,0.0,10,True
53,22.0,0.0,16,True
54,22.0,0.0,10,True
55,18.0,0.0,9,True
56,20.0,0.0,14,True
57,21.5,-0.5,11,True
58,21.0,-1.0,20,True
59,20.0,0.0,12,True
60,26.0,0.0,15,True
61,21.0,-1.0,10,True
62,24.5,-3.5,27,True
63,21.0,-1.0,12,True
64,20.0,0.0,13,True
65,22.0,0.0,9,True
66,18.0,0.0,7,True
67,22.0,0.0,11,True
68,20.0,0.0,13,True
69,24.0,0.0,18,True
70,29.0,-1.0,26,True
71,24.0,0.0,17,True
72,18.0,0.0,7,True
73,22.0,0.0,9,True
74,18.0,0.0,7,True
75,16.0,-2.0,13,True
76,20.5,-1.5,11,True
77,22.0,0.0,11,True
78,19.0,-1.0,13,True
79,29.5,-0.5,21,True
80,22.0,0.0,11,True
81,22.0,0.0,10,True
82,20.0,0.0,9,True
83,22.0,0.0,7,True
84,34.0,0.0,26,True
85,24.0,0.0,19,True
86,19.0,-1.0,13,True
87,33.5,-2.5,31,False
88,18.0,0.0,11,True
89,18.0,0.0,7,True
90,20.0,0.0,16,True
91,30.0,0.0,20,True
92,22.0,0.0,13,True
93,20.0,0.0,5,True
94,24.0,0.0,11,True
95,26.0,0.0,18,True
96,18.0,0.0,4,True
97,24.0,0.0,12,True
98,18.0,-2.0,11,True
99,20.0,0.0,7,True
